FID,alue_id,liikennemerkki_idt,liikennemerkkityypit,liikennemerkkien_nimet,liikennemerkkien_tekstit,pyspaikkojen_lukumaara_arvio,pysakointisuunta,pyspaikan_vaatima_noin_pituus,aluepysakointitunnus,lisatieto,keskilinjan_noin_pituus,ylre_katualue_nro,ylre_viheralue_nro,ylre_osa_nro,datanomistaja,paivitetty_tietopalveluun,geom
liikennemerkkipilotti_pysakointipaikat.4538,4538,"6800, 6801, 6802, 6803","363_30, 372, 855a, Unclassified","N/A, Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, no_text, 9-21, no_text",21,Pitkittäin,5.4,F,,121.35,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6673470.63019124 25495673.0732285, 6673463.679952 25495645.019736, 6673453.83050674 25495636.8408024, 6673452.75326563 25495638.5791663, 6673461.19040871 25495645.4822834, 6673462.08525723 25495646.2492964, 6673468.42224564 25495673.5330448, 6673470.63019124 25495673.0732285)), ((6673450.97527321 25495634.4698297, 6673424.46898348 25495612.4591298, 6673423.29631369 25495614.0530123, 6673449.79478688 25495636.0224563, 6673450.97527321 25495634.4698297)), ((6673420.52926753 25495609.1876079, 6673408.243427 25495598.985503, 6673398.89095405 25495600.8277473, 6673399.3180261 25495603.2235191, 6673407.79169361 25495601.5251331, 6673419.18731544 25495611.0032225, 6673420.52926753 25495609.1876079)), ((6673391.698695 25495602.244474, 6673369.97081895 25495606.3101536, 6673370.31762953 25495608.2821525, 6673391.94009146 25495604.3009897, 6673391.698695 25495602.244474)))"
liikennemerkkipilotti_pysakointipaikat.4591,4591,"187, 188, 189","372, 855a, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21, no_text",5,Pitkittäin,5.4,F,,28.06,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6673224.41354463 25496186.4068362, 6673247.87607644 25496170.6918838, 6673246.83448313 25496168.7917848, 6673223.18120203 25496184.4480042, 6673224.41354463 25496186.4068362))"
liikennemerkkipilotti_pysakointipaikat.4680,4680,"18783, 18814, 18813","521, 855a, Unclassified","Pysäköintipaikka, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21, no_text",1,Pitkittäin,5.4,F,,10.3,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6673644.98531122 25496106.6885288, 6673655.12688555 25496103.4925739, 6673654.42064254 25496101.2461801, 6673644.33983941 25496104.5125856, 6673644.98531122 25496106.6885288))"
liikennemerkkipilotti_pysakointipaikat.3082,3082,13985,Unclassified,Luokittelematon,no_text,5,Poikittain,3.5,,,20.28,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672625.71818146 25497806.1231035, 6672641.34882986 25497782.4402913, 6672632.91833927 25497776.8761702, 6672617.28612564 25497800.561354, 6672625.71818146 25497806.1231035))"
liikennemerkkipilotti_pysakointipaikat.4075,4075,"4255, 731, 732, 733, 734","Unclassified, 372, 855a, Unclassified, Unclassified","Luokittelematon, Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, no_text, 9-21, no_text, no_text",8,Pitkittäin,5.4,B/C,,52.34,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6672097.032592 25496802.17719, 6672098.81286922 25496800.9239597, 6672074.36980585 25496765.7755648, 6672072.5387784 25496767.1245088, 6672093.438317 25496797.047131, 6672097.032592 25496802.17719)), ((6672063.46389029 25496754.2264915, 6672065.35597739 25496752.9471032, 6672059.56713926 25496744.6871404, 6672057.69697484 25496745.9978097, 6672063.46389029 25496754.2264915)))"
liikennemerkkipilotti_pysakointipaikat.3687,3687,"16344, 4312, 16351, 16355, 4333","363_30, 372, 872, Unclassified, Unclassified","N/A, Pysäköinti kielletty, Tekstillinen lisäkilpi ""Huoltoajo sallittu"", Luokittelematon, Luokittelematon","no_text, no_text, no_text, 60min, no_text",10,Pitkittäin,5.4,C,,60.89,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6672441.26654607 25497293.1874154, 6672439.78826532 25497263.675162, 6672437.97870745 25497263.7251353, 6672439.33011132 25497293.2368738, 6672441.26654607 25497293.1874154)), ((6672439.42795928 25497256.2934207, 6672437.90891359 25497225.1720933, 6672435.96986385 25497225.2649116, 6672437.50388987 25497256.383725, 6672439.42795928 25497256.2934207)))"
liikennemerkkipilotti_pysakointipaikat.4109,4109,"12516, 12538, 12545","372, 855a, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21, no_text",7,Pitkittäin,5.4,C,,40.42,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6671652.527019 25497730.882656, 6671638.64458398 25497739.6695239, 6671618.5351276 25497753.1343162, 6671619.77899535 25497754.9992477, 6671653.60061654 25497732.6462972, 6671652.527019 25497730.882656))"
liikennemerkkipilotti_pysakointipaikat.3754,3754,"9158, 9087","372, 851","Pysäköinti kielletty, Voimassaoloaika","no_text, 7-18 (9-15)",1,Pitkittäin,5.4,,,8.22,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672576.529482 25496554.596274, 6672569.35331945 25496559.5884634, 6672570.79360572 25496561.6588433, 6672577.96838028 25496556.6720076, 6672576.529482 25496554.596274))"
liikennemerkkipilotti_pysakointipaikat.3339,3339,"20654, 20658, 20659, 20675","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21, no_text, no_text",6,Pitkittäin,5.4,E,,35.23,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6673524.59032224 25497386.4762656, 6673500.71006365 25497387.7385607, 6673500.85567837 25497389.7381594, 6673524.59032224 25497388.2406484, 6673524.59032224 25497386.4762656)), ((6673495.25224203 25497388.0267724, 6673483.80935693 25497388.6248568, 6673483.94476243 25497390.7973744, 6673495.25224203 25497390.1034059, 6673495.25224203 25497388.0267724)))"
liikennemerkkipilotti_pysakointipaikat.2927,2927,"17315, 17316, 17328","Unclassified, 855b, 677","Luokittelematon, Maksullinen pysäköinti, Pysäköinti","no_text, 9-21, no_text",,,,D,,15.93,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672877.91274458 25498089.5685135, 6672877.37523914 25498076.0496215, 6672875.88469264 25498076.108885, 6672876.4211115 25498089.6004479, 6672876.373588 25498089.701691, 6672877.91917048 25498089.7301325, 6672877.91274458 25498089.5685135))"
liikennemerkkipilotti_pysakointipaikat.2834,2834,"13164, 13167, 13260, 13168","521, 856b, Unclassified, 521b","Pysäköintipaikka, Pysäköintikiekon käyttövelvollisuus, Luokittelematon, N/A","no_text, 4h 8-20, no_text, no_text",,,,N,,13.95,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6670956.43624547 25493761.3693288, 6670951.67571436 25493762.2976488, 6670953.47026424 25493772.0335211, 6670958.24892233 25493771.2035445, 6670956.43624547 25493761.3693288)), ((6670951.66665086 25493762.2484771, 6670946.60202979 25493763.1820057, 6670948.41470666 25493773.0162214, 6670953.47932773 25493772.0826928, 6670951.66665086 25493762.2484771)))"
liikennemerkkipilotti_pysakointipaikat.3010,3010,"6294, 6247, 6297","372, 856a, Unclassified","Pysäköinti kielletty, Pysäköintikiekon käyttövelvollisuus, Luokittelematon","no_text, 4h 8-20, no_text",,,,N,,129.45,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6671580.308724 25492743.809808, 6671587.71872701 25492755.0294689, 6671589.18859247 25492754.002426, 6671581.85933501 25492742.6138875, 6671580.308724 25492743.809808)), ((6671590.02894728 25492758.5274059, 6671599.06357791 25492772.3215263, 6671600.63350988 25492771.1416126, 6671591.64107477 25492757.4415391, 6671590.02894728 25492758.5274059)), ((6671601.60058689 25492776.2367281, 6671614.37230916 25492795.8109104, 6671616.13770835 25492794.4824787, 6671603.33969725 25492775.1727042, 6671601.60058689 25492776.2367281)), ((6671619.04537651 25492802.9204317, 6671639.67282893 25492834.213696, 6671641.42364658 25492832.7637542, 6671620.61983118 25492801.5862205, 6671619.04537651 25492802.9204317)), ((6671644.37917283 25492841.3548033, 6671653.6636901 25492855.4594685, 6671655.40561465 25492854.2441164, 6671646.04671666 25492840.0930116, 6671644.37917283 25492841.3548033)), ((6671682.5027505 25492899.2310063, 6671686.052601 25492904.623302, 6671688.39323285 25492908.8427487, 6671690.414403 25492913.224205, 6671691.210722 25492915.226593, 6671692.32551981 25492918.5657754, 6671694.16611081 25492917.8113301, 6671690.38872428 25492908.1705376, 6671687.33016877 25492902.6876892, 6671684.10247654 25492897.9518614, 6671682.5027505 25492899.2310063)))"
liikennemerkkipilotti_pysakointipaikat.3288,3288,"4050, 4030","677, 856b","Pysäköinti, Pysäköintikiekon käyttövelvollisuus","no_text, 2h 8-20",4,Pitkittäin,5.4,,,24.94,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6671786.573618 25494982.205172, 6671783.915887 25494981.730724, 6671775.02082 25494989.824005, 6671774.832775 25494992.646174, 6671778.129669 25494989.671568, 6671781.11729 25494986.821665, 6671783.776652 25494984.4321, 6671786.573618 25494982.205172)), ((6671774.76791258 25494992.6421686, 6671771.918613 25494992.466219, 6671767.555836 25494995.74429, 6671764.173103 25494998.105477, 6671763.676821 25495000.890891, 6671768.700557 25494997.384265, 6671773.56213076 25494993.7076522, 6671774.76791258 25494992.6421686)))"
liikennemerkkipilotti_pysakointipaikat.3217,3217,"19448, 19449, 19450","372, 855a, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21, no_text",3,Pitkittäin,5.4,E,,19.41,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6673607.48081225 25497755.241977, 6673588.06198667 25497756.3949963, 6673588.17753067 25497758.3648352, 6673607.48081225 25497757.2325708, 6673607.48081225 25497755.241977))"
liikennemerkkipilotti_pysakointipaikat.3977,3977,"14407, 14408, 14401","372, 855a, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21, no_text",8,Pitkittäin,5.4,A,,47.01,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6672689.89531838 25495885.4305628, 6672682.37547444 25495913.9816743, 6672684.62380625 25495914.5738441, 6672692.12475939 25495886.0944565, 6672689.89531838 25495885.4305628)), ((6672679.12443676 25495926.3251277, 6672674.50460615 25495943.8659943, 6672676.72011734 25495944.3156634, 6672681.32319053 25495926.8385195, 6672679.12443676 25495926.3251277)))"
liikennemerkkipilotti_pysakointipaikat.3951,3951,"5673, 5675, 5676, 5677","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21, no_text, no_text",12,Pitkittäin,5.4,C,,72.49,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6671536.93574819 25496866.0952935, 6671545.3581579 25496900.6260502, 6671547.33735616 25496900.0034571, 6671538.86368865 25496865.6339694, 6671536.93574819 25496866.0952935)), ((6671546.75191231 25496906.3402575, 6671555.52645281 25496942.3147034, 6671557.45462297 25496941.8239282, 6671548.68876003 25496905.8108412, 6671546.75191231 25496906.3402575)))"
liikennemerkkipilotti_pysakointipaikat.4253,4253,"16701, 16699, 16684, 16680","521, 855b, Unclassified, Unclassified","Pysäköintipaikka, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21, no_text, no_text",3,Pitkittäin,5.4,F/H,,16.71,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6673887.40429 25496037.521691, 6673883.87711388 25496020.5307785, 6673881.24113297 25496021.0491936, 6673884.90175981 25496037.9443943, 6673887.40429 25496037.521691))"
liikennemerkkipilotti_pysakointipaikat.4283,4283,"7200, 7219, 7217","372, 855a, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21, no_text",23,Pitkittäin,5.4,H,,130.37,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6674124.34961285 25495563.6275092, 6674159.98288434 25495548.0625407, 6674159.16718585 25495546.1814169, 6674123.57462954 25495561.7250016, 6674124.34961285 25495563.6275092)), ((6674169.75786006 25495543.7100855, 6674253.704659 25495506.259976, 6674252.48501152 25495504.2813189, 6674168.74113296 25495541.7323473, 6674169.75786006 25495543.7100855)))"
liikennemerkkipilotti_pysakointipaikat.4284,4284,"7312, 7317, 7295","372, 855a, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21, no_text",27,Pitkittäin,5.4,H,,158.56,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6674001.69827522 25495604.4771654, 6673980.0199078 25495606.9884124, 6673980.19069222 25495609.2568331, 6674001.76023189 25495606.722553, 6674001.69827522 25495604.4771654)), ((6673973.53952201 25495607.7434492, 6673944.9973402 25495611.0689299, 6673945.10499193 25495613.4806333, 6673973.82683326 25495609.9889585, 6673973.53952201 25495607.7434492)), ((6673939.27811669 25495611.7352829, 6673902.80713574 25495615.9845567, 6673903.03594197 25495618.2676069, 6673939.52957567 25495613.8185373, 6673939.27811669 25495611.7352829)), ((6673897.70935314 25495616.5785049, 6673885.20873396 25495618.0349657, 6673871.20521136 25495619.6665314, 6673847.78724349 25495622.3949844, 6673826.04857885 25495624.92778, 6673826.21909575 25495627.1939046, 6673876.56679408 25495620.9426803, 6673897.96738174 25495618.6899869, 6673897.70935314 25495616.5785049)))"
liikennemerkkipilotti_pysakointipaikat.3022,3022,"6819, 6810, 6822","372, 856a, Unclassified","Pysäköinti kielletty, Pysäköintikiekon käyttövelvollisuus, Luokittelematon","no_text, 4h 8-20, no_text",,,,N,,58.47,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6672073.65553602 25492331.6344329, 6672075.38824974 25492321.2955206, 6672073.30718958 25492320.9631154, 6672072.12323261 25492327.4184999, 6672071.47487522 25492331.5059704, 6672073.65553602 25492331.6344329)), ((6672076.265842 25492311.6107449, 6672076.97679 25492302.5349021, 6672076.93189248 25492297.9061718, 6672074.71666217 25492297.7350072, 6672074.49114656 25492304.0494444, 6672073.70184191 25492311.5478386, 6672076.265842 25492311.6107449)), ((6672076.83834559 25492288.2619118, 6672076.80723269 25492285.0543127, 6672075.9558522 25492276.3564777, 6672073.41994739 25492276.6492973, 6672074.26563094 25492283.6402813, 6672074.26563094 25492288.3761092, 6672076.83834559 25492288.2619118)), ((6672075.21588666 25492268.7968751, 6672074.97305712 25492266.9569097, 6672073.82997539 25492260.8638145, 6672071.72858028 25492261.2578566, 6672072.68702164 25492266.895747, 6672072.96891616 25492269.207282, 6672075.21588666 25492268.7968751)), ((6672072.91615678 25492255.9927859, 6672069.79931677 25492240.5248055, 6672067.218268 25492240.8486936, 6672070.14997099 25492253.8722203, 6672070.82651783 25492256.4092709, 6672072.91615678 25492255.9927859)))"
liikennemerkkipilotti_pysakointipaikat.3257,3257,"13374, 13358, 13359, 13372","855a, Unclassified, Unclassified, 372","Maksullinen pysäköinti, Luokittelematon, Luokittelematon, Pysäköinti kielletty","9-21(9-18, 60min, no_text, no_text",6,Pitkittäin,5.4,E,,36.2,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672866.65950191 25497504.5971012, 6672830.41785659 25497506.4260157, 6672830.51231477 25497508.3883661, 6672866.65950191 25497506.7082318, 6672866.65950191 25497504.5971012))"
liikennemerkkipilotti_pysakointipaikat.4433,4433,"4644, 4645, 4647","372, 855a, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, onreadable, no_text",4,Pitkittäin,5.4,H,,26.71,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6674477.27225628 25495789.6194049, 6674462.35284755 25495767.485058, 6674460.69130245 25495768.6500732, 6674475.67171381 25495790.7827862, 6674477.27225628 25495789.6194049))"
liikennemerkkipilotti_pysakointipaikat.4101,4101,"25, 26, 27, 24","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21, no_text, no_text",9,Pitkittäin,5.4,B/C,,49.26,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6671907.05014519 25496660.352931, 6671935.70546239 25496700.7891522, 6671937.5304452 25496699.4958696, 6671908.95072628 25496659.166327, 6671907.05014519 25496660.352931))"
liikennemerkkipilotti_pysakointipaikat.4172,4172,"1599, 1600, 1601","372, 855a, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21, no_text",4,Pitkittäin,5.4,B,,25.91,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672061.20487468 25496524.1818828, 6672060.03992539 25496522.2164697, 6672038.59308084 25496537.4188883, 6672039.90992637 25496539.2766309, 6672061.20487468 25496524.1818828))"
liikennemerkkipilotti_pysakointipaikat.970,970,"9090, 9091, 9092","677, 855b, Unclassified","Pysäköinti, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21, 4h",,,,,,27.36,682,,44,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6673108.106545 25497447.508235, 6673106.296495 25497447.60568, 6673106.841312 25497457.725666, 6673108.651362 25497457.628221, 6673108.106545 25497447.508235)), ((6673107.076749 25497462.098912, 6673107.97113 25497478.712041, 6673109.566225 25497478.626167, 6673108.671845 25497462.013038, 6673107.076749 25497462.098912)))"
liikennemerkkipilotti_pysakointipaikat.3594,3594,17130,375,Taksiasema-alue,no_text,3,Pitkittäin,5.4,,,18.5,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6673270.83116471 25496648.9097462, 6673270.003 25496630.118, 6673267.65760825 25496630.2251883, 6673268.64694643 25496648.9231198, 6673270.83116471 25496648.9097462))"
liikennemerkkipilotti_pysakointipaikat.3923,3923,"4081, 9303, 9332, 9334","Unclassified, 372, 855a, Unclassified","Luokittelematon, Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, no_text, 9-21, no_text",14,Pitkittäin,5.4,B/C,,76.94,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6671686.16172201 25496837.6619108, 6671692.75389368 25496914.4082401, 6671694.85952463 25496914.1201489, 6671688.10250528 25496837.491897, 6671686.16172201 25496837.6619108))"
liikennemerkkipilotti_pysakointipaikat.4436,4436,"5224, 5230, 5163, 5207","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21, no_text, no_text",12,Pitkittäin,5.4,H,,66.92,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6674383.35588042 25495679.1008367, 6674328.72087867 25495718.2758536, 6674330.03508305 25495720.1045296, 6674384.71921626 25495681.0202985, 6674383.35588042 25495679.1008367))"
liikennemerkkipilotti_pysakointipaikat.4435,4435,"4834, 4837, 4839","372, 855a, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21, no_text",26,Pitkittäin,5.4,H,,151.73,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6674430.6251062 25495753.0533044, 6674419.52867585 25495760.8368035, 6674420.70599393 25495762.7367529, 6674431.91314378 25495755.0212779, 6674430.6251062 25495753.0533044)), ((6674414.74243377 25495764.1940733, 6674361.01802823 25495801.8651562, 6674362.19228188 25495803.6794562, 6674416.08797238 25495765.8905237, 6674414.74243377 25495764.1940733)), ((6674353.48804473 25495807.1342935, 6674314.50199047 25495834.4436591, 6674315.73047972 25495836.4561457, 6674354.7020762 25495808.6353817, 6674353.48804473 25495807.1342935)), ((6674309.89169523 25495837.6819381, 6674289.02364419 25495852.3042168, 6674290.27504388 25495854.3650585, 6674311.11245818 25495839.4409645, 6674309.89169523 25495837.6819381)))"
liikennemerkkipilotti_pysakointipaikat.3993,3993,"5630, 5631, 5634, 5628","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21, no_text, no_text",24,Pitkittäin,5.4,C,,132.55,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6671529.1733923 25496852.303933, 6671421.62111906 25496878.0982043, 6671421.9489916 25496880.0063321, 6671529.65953253 25496854.3296585, 6671529.1733923 25496852.303933)), ((6671411.72842198 25496880.4707707, 6671390.36693098 25496885.593899, 6671390.79365372 25496887.7129866, 6671412.16044465 25496882.4534688, 6671411.72842198 25496880.4707707)))"
liikennemerkkipilotti_pysakointipaikat.4026,4026,"5289, 4401, 4407, 5287","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, unreadable, no_text, no_text",62,Pitkittäin,5.4,B/C,,343.75,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6671379.947707 25497200.241422, 6671365.998342 25497176.057423, 6671345.33821251 25497108.8360373, 6671343.28906833 25497109.3934423, 6671363.81579739 25497177.0366847, 6671378.35252011 25497201.3984788, 6671379.947707 25497200.241422)), ((6671342.7742623 25497100.4937718, 6671317.43361928 25497017.7836009, 6671315.56702677 25497018.3015165, 6671340.54973616 25497101.1389213, 6671342.7742623 25497100.4937718)), ((6671313.91680233 25497006.3210494, 6671288.16733007 25496922.3027845, 6671286.34748362 25496922.8631837, 6671311.80501059 25497006.7963214, 6671313.91680233 25497006.3210494)), ((6671285.61139048 25496913.9947194, 6671264.83925994 25496846.2164949, 6671262.82575139 25496846.7462738, 6671283.90034688 25496914.5721383, 6671285.61139048 25496913.9947194)))"
liikennemerkkipilotti_pysakointipaikat.3919,3919,"20768, 20773, 20778","372, 855a, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21, no_text",13,Pitkittäin,5.4,B/C,,79.65,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6671712.21811954 25496742.6935998, 6671722.35810098 25496749.4550827, 6671723.20248148 25496748.0070461, 6671713.1217391 25496741.3961245, 6671712.21811954 25496742.6935998)), ((6671725.57147071 25496751.6119277, 6671755.86740006 25496771.9468505, 6671756.87800496 25496770.14085, 6671726.41663123 25496750.2715607, 6671725.57147071 25496751.6119277)), ((6671772.76519492 25496783.2888149, 6671797.97339616 25496800.2088051, 6671799.06372038 25496798.5933802, 6671773.7157667 25496782.0478139, 6671772.76519492 25496783.2888149)))"
liikennemerkkipilotti_pysakointipaikat.4546,4546,"8338, 8349","372, 852","Pysäköinti kielletty, N/A","no_text, 8-17",2,Pitkittäin,5.4,,,13.25,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6673589.49528361 25495493.3091461, 6673592.4356814 25495507.1984971, 6673595.29799931 25495506.6407074, 6673592.42581517 25495492.7303255, 6673589.49528361 25495493.3091461))"
liikennemerkkipilotti_pysakointipaikat.3683,3683,"2255, 2257, 2256, 2259","371, 851, 372, 851","Pysäyttäminen kielletty, Voimassaoloaika, Pysäköinti kielletty, Voimassaoloaika","no_text, no_text, no_text, no_text",3,Pitkittäin,5.4,,,20.48,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6672231.63242949 25496405.7266084, 6672230.17470665 25496403.5950145, 6672222.76819439 25496408.2136265, 6672224.44040507 25496410.6542584, 6672231.63242949 25496405.7266084)), ((6672222.17602641 25496412.2057084, 6672220.95261188 25496410.2398233, 6672209.8580967 25496417.2794903, 6672211.4492142 25496419.5552353, 6672222.17602641 25496412.2057084)))"
liikennemerkkipilotti_pysakointipaikat.3207,3207,1991,375,Taksiasema-alue,no_text,7,Pitkittäin,5.4,,,42.5,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672262.039481 25495158.091567, 6672264.85275517 25495200.1225639, 6672267.23919488 25495199.9641965, 6672263.896878 25495156.080823, 6672262.039481 25495158.091567))"
liikennemerkkipilotti_pysakointipaikat.3578,3578,"15469, 15470, 15476","372, 855a, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21, no_text",37,Pitkittäin,5.4,E,,204.75,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6673717.08735726 25496901.0910271, 6673714.65164284 25496910.8270629, 6673712.72260376 25496918.6050744, 6673707.74771096 25496938.6641668, 6673703.46171903 25496955.9455659, 6673699.93460596 25496970.167116, 6673696.45248086 25496984.2072716, 6673689.69280307 25497011.7564842, 6673691.30763805 25497012.0398612, 6673718.99315518 25496901.6265126, 6673717.08735726 25496901.0910271)), ((6673687.37444907 25497021.2648455, 6673685.30912324 25497029.7354518, 6673683.22535178 25497038.28171, 6673680.48881094 25497049.5051983, 6673677.92080082 25497060.0374846, 6673669.980038 25497092.605264, 6673667.39748683 25497109.3548645, 6673669.08252304 25497109.4961687, 6673671.76706857 25497092.402736, 6673688.93355017 25497021.563606, 6673687.37444907 25497021.2648455)))"
liikennemerkkipilotti_pysakointipaikat.4427,4427,"5266, 5259, 5273","372, 855a, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21, no_text",14,Pitkittäin,5.4,H,,84.3,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6674393.567825 25495667.657714, 6674351.39358305 25495611.5565429, 6674349.46456396 25495612.791846, 6674391.81609898 25495668.8851947, 6674393.567825 25495667.657714)), ((6674347.78581213 25495606.757401, 6674339.09358245 25495595.3792969, 6674337.24370206 25495596.7977226, 6674346.36711048 25495608.0611898, 6674347.78581213 25495606.757401)))"
liikennemerkkipilotti_pysakointipaikat.3197,3197,"10852, 10878, 10902, 10901","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21, no_text, no_text",9,Pitkittäin,5.4,E,,58.71,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6673395.56299638 25497763.8820491, 6673394.79310487 25497749.5884292, 6673392.78887446 25497749.6856633, 6673393.59241693 25497763.8820491, 6673395.56299638 25497763.8820491)), ((6673394.51302366 25497744.4074511, 6673392.73653734 25497712.3484301, 6673390.88959226 25497712.4670372, 6673392.42362789 25497744.4074511, 6673394.51302366 25497744.4074511)), ((6673392.46917606 25497707.0134054, 6673391.86145205 25497694.92197, 6673390.14083678 25497694.9352015, 6673390.70696898 25497707.0134054, 6673392.46917606 25497707.0134054)))"
liikennemerkkipilotti_pysakointipaikat.3745,3745,"19410, 19424, 19426","372, 855a, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21 (9-18), 60min",4,Pitkittäin,5.4,B/C,,24.34,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6672328.946 25497013.922, 6672345.43304292 25497012.9064382, 6672345.38014898 25497010.9669556, 6672328.90763153 25497011.8070175, 6672328.946 25497013.922)), ((6672348.35718031 25497012.7218804, 6672356.0948935 25497012.2335123, 6672356.04528223 25497010.3460404, 6672348.30210329 25497010.8208579, 6672348.35718031 25497012.7218804)))"
liikennemerkkipilotti_pysakointipaikat.3650,3650,"3186, 3188, 3190, 3189","371, 851, 372, 872","Pysäyttäminen kielletty, Voimassaoloaika, Pysäköinti kielletty, Tekstillinen lisäkilpi ""Huoltoajo sallittu""","no_text, 7-9, no_text, Ei koske kirjastoautoa, Gäller ej bokbuss",7,Pitkittäin,5.4,,"Ei koske kirjastoautoa, Gäller ej bokbuss",43.06,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672206.04023636 25496032.6313806, 6672170.20899356 25496057.1138913, 6672171.54045949 25496059.0625508, 6672207.41146357 25496034.5528723, 6672206.04023636 25496032.6313806))"
